Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Firewall Logs,Log Source,Trimestre,Localidad,Region
14180,27077,2,807,0,1,1,4797,1,1,1,1,1548,0,0,0,1,1,28,7
10132,19186,0,657,0,0,0,4616,2,0,2,2,3281,0,0,1,0,1,177,13
27820,6780,0,1101,0,1,0,6606,1,0,0,2,17744,4,2,1,0,1,80,1
22885,25959,1,248,1,0,0,5451,0,0,0,1,17847,0,2,1,1,2,219,10
1755,20473,1,801,0,1,0,1566,1,0,1,1,16089,0,0,1,1,0,56,8
21657,17898,0,387,0,0,1,4963,2,0,2,0,22324,0,0,0,1,1,71,17
760,6740,2,312,0,1,1,7730,1,1,0,0,916,0,2,0,1,0,314,3
4594,7167,2,1217,0,0,1,3129,2,1,2,0,7464,0,1,0,0,1,274,18
1364,22705,1,46,1,0,0,9367,0,0,1,2,30797,0,1,1,0,1,296,13
16861,4973,2,383,0,0,0,8093,2,1,2,2,10094,96,2,1,0,0,9,0
11670,7973,0,1237,0,2,0,7168,1,1,1,1,24519,0,2,1,0,0,45,4
16618,16941,0,901,1,1,1,1234,0,1,0,1,13599,0,1,0,1,1,224,13
4013,8657,0,38,0,2,0,5259,1,0,1,2,14590,0,2,1,0,3,250,15
7611,25946,2,1212,0,2,1,1586,1,1,0,0,19813,0,1,0,0,3,231,17
21127,15681,0,1022,0,0,0,4534,2,1,2,0,31126,113,1,1,1,1,59,12
12674,6060,2,934,1,2,1,3160,1,0,0,2,10230,0,0,0,0,2,234,25
25454,18292,1,1019,1,2,1,8343,1,1,2,1,17948,0,0,0,1,1,151,6
24869,28013,0,1270,1,1,1,1897,0,1,2,2,20410,75,1,0,1,2,128,22
5013,1298,2,89,1,1,0,6195,1,1,0,0,20660,0,1,1,0,1,233,19
21359,29270,2,1430,1,1,1,4047,2,0,0,1,11803,83,2,0,0,0,116,4
4291,16703,1,343,0,2,1,9624,2,1,2,0,13388,0,1,0,1,0,257,16
17019,19926,2,1183,0,0,1,2787,0,0,2,1,10309,0,1,0,0,0,52,3
15276,13814,2,1257,0,0,0,2727,2,1,0,1,12375,0,2,1,0,0,283,1
24487,20172,0,231,1,0,1,3464,1,0,0,0,4706,8,0,0,0,1,38,23
4247,14698,2,348,1,0,1,3565,1,0,2,2,8534,0,2,0,0,1,90,4
16715,7211,0,1026,0,0,1,6930,0,0,1,1,11918,0,0,0,0,1,306,10
17952,27829,2,509,0,0,1,8365,0,0,1,0,7561,0,2,0,0,2,214,27
27439,10211,2,1313,0,1,1,9649,2,1,2,0,6403,19,2,0,1,0,94,14
11874,8497,2,1250,1,0,0,9021,0,0,0,1,18605,0,0,1,1,0,155,25
10735,14665,0,562,1,1,1,8183,1,0,2,2,3286,0,1,0,0,0,48,21
18750,19432,0,55,0,0,0,8004,1,1,0,2,26882,0,2,1,0,3,88,24
24011,21200,1,1351,1,1,0,5453,1,1,1,1,16292,0,2,1,1,1,233,1
11851,27016,2,1384,1,1,0,3283,0,1,2,1,21924,0,1,1,1,0,57,19
4793,24317,2,803,1,1,1,7457,1,1,2,2,26009,0,2,0,0,0,198,5
10551,26183,1,257,1,1,1,1078,2,1,1,2,8988,0,0,0,1,2,66,10
11953,25247,0,250,0,0,1,4351,2,1,1,1,7320,77,0,0,1,2,26,17
11422,13809,0,1106,0,0,0,1613,0,1,2,1,17967,130,2,1,1,1,277,18
2219,22083,0,429,1,1,0,8817,2,0,2,1,22032,0,1,1,0,1,100,18
20706,15539,2,996,0,2,1,3768,2,0,2,1,30462,0,2,0,1,2,260,27
5893,5439,0,618,0,1,1,3244,1,1,0,2,10029,0,1,0,1,2,111,23
9740,28363,1,594,0,2,1,8528,2,0,0,0,13688,46,1,0,1,0,163,13
20117,21925,2,1335,0,2,0,2319,0,0,1,2,26871,11,0,1,0,3,259,25
14049,17301,0,784,0,0,0,2130,2,1,0,1,30514,0,2,1,0,3,133,5
5336,2490,1,1226,1,0,0,6113,0,1,1,2,30812,0,1,1,0,1,235,17
11665,21860,0,1009,1,0,0,9038,1,0,0,0,3208,0,2,1,0,3,124,21
21967,29783,0,956,1,0,0,599,1,0,2,0,23040,0,0,1,1,1,257,11
750,27188,0,767,1,2,0,5088,1,1,0,0,19654,158,2,1,0,2,76,23
29171,21828,0,1213,1,1,1,2710,2,0,2,2,3486,128,0,0,0,3,172,10
4123,8592,2,168,1,0,1,3464,0,0,1,1,11543,144,2,0,1,1,190,9
23515,17051,1,770,1,2,1,6302,0,0,1,1,25269,0,0,0,0,1,183,9
25075,29396,2,197,1,0,1,6051,1,1,2,1,17455,0,2,0,0,2,303,3
13826,23471,2,1117,0,1,1,5695,2,1,0,0,23742,108,0,0,0,1,267,19
6357,21719,0,1330,1,2,1,683,0,1,0,0,3484,0,1,0,0,1,258,11
2913,16747,2,1183,0,1,1,6321,1,1,1,1,65,0,2,0,1,3,124,16
28120,29756,0,81,1,2,0,4933,0,0,0,1,31476,0,1,1,0,1,150,25
5786,17815,0,0,0,2,1,251,0,0,0,2,27379,0,2,0,0,2,252,4
5781,27548,1,238,0,0,1,5299,1,1,2,0,2723,0,0,0,1,2,173,2
18584,18594,2,132,0,0,1,1958,1,0,2,0,31328,0,0,0,1,2,259,25
18064,25064,1,469,0,1,0,9782,0,1,0,2,487,0,2,1,1,0,190,7
26861,9815,0,1176,1,1,1,1545,2,0,1,1,20169,0,0,0,0,2,28,22
5274,26577,0,498,1,1,0,9206,1,0,0,1,18996,0,1,1,1,1,242,10
24068,20791,0,658,0,2,0,6363,2,0,2,1,8597,57,2,1,0,2,214,15
12921,25393,1,279,0,0,0,7912,2,1,2,2,7433,0,1,1,1,0,265,19
12027,11669,1,114,1,0,1,4379,2,0,1,0,27251,0,1,0,0,0,23,8
18094,15064,1,642,0,0,1,6718,0,1,2,2,3581,0,1,0,1,1,187,24
14478,17168,0,795,1,1,0,2477,2,1,2,2,11201,0,0,1,0,2,67,19
24457,20315,1,1388,0,1,1,41,1,1,0,1,24983,0,1,0,0,2,237,11
21825,24117,1,65,0,0,0,1422,0,0,2,2,25749,0,2,1,0,2,184,5
16004,23605,0,1210,0,0,1,1973,1,0,0,2,26481,43,0,0,1,0,173,7
3378,22848,2,1332,1,2,1,1232,2,0,1,1,27767,0,2,0,1,0,253,7
28898,15849,1,1401,1,1,1,8722,2,0,2,2,11965,0,2,0,1,2,189,0
26328,10378,1,245,0,2,1,8016,1,0,0,0,4259,0,1,0,1,1,143,9
22796,24696,2,820,1,2,1,1006,0,0,0,0,24840,0,0,0,0,2,128,7
20131,12044,2,250,1,0,1,1111,0,1,2,0,645,0,1,0,1,1,184,10
1718,5129,0,1024,0,1,1,552,0,1,2,2,4413,43,2,0,0,1,70,27
8647,16788,0,554,1,2,1,5586,0,0,1,1,10600,0,1,0,0,2,153,19
19620,10042,2,465,0,1,0,2253,0,0,2,1,3963,0,0,1,0,0,69,18
26929,4208,0,1205,0,0,0,7061,2,1,0,0,9013,0,1,1,0,1,38,22
7870,20184,0,618,0,2,1,6491,0,0,0,0,23263,0,0,0,1,1,46,11
22079,23683,0,1066,0,1,1,7174,2,1,1,1,25351,0,0,0,0,0,229,16
6044,2468,2,1279,1,2,1,325,2,0,0,0,24200,0,2,0,0,1,183,16
24293,2403,0,1175,0,2,0,9662,0,0,0,0,29644,0,2,1,0,3,238,6
19514,25857,1,99,1,1,1,9135,0,1,2,1,18948,159,1,0,1,0,19,4
29120,28608,0,1260,1,1,1,6104,0,1,2,0,20020,67,0,0,0,1,165,11
18248,13730,0,799,1,1,1,6663,2,1,0,1,16898,0,2,0,1,2,249,17
4261,26539,0,101,1,1,0,436,1,1,0,0,23717,18,1,1,0,3,261,5
28993,7866,2,222,0,2,1,5725,0,1,1,2,15965,0,1,0,1,3,155,8
1393,29070,0,1364,0,0,1,1458,2,1,0,0,3239,0,1,0,0,2,83,9
487,14539,0,372,0,1,1,2076,2,1,1,2,2413,0,0,0,1,0,81,17
27969,8807,2,1143,1,1,1,2977,0,0,2,2,21507,0,0,0,0,1,1,25
10191,17967,2,215,0,0,1,1306,1,1,2,2,1299,0,1,0,0,2,31,19
6716,12059,1,811,1,0,0,2873,0,0,1,0,25056,74,2,1,1,3,128,22
2163,3334,0,713,1,2,1,8767,0,1,0,1,14694,0,2,0,1,1,182,10
19904,13371,1,986,0,0,0,7288,0,0,0,0,29258,0,1,1,0,2,207,14
907,23738,0,1029,1,2,1,1089,0,0,0,0,13992,0,0,0,1,2,71,21
9280,23565,1,1042,1,2,1,5622,1,1,1,2,12397,0,0,0,1,1,310,26
12122,6454,1,456,1,1,0,4004,0,0,0,1,367,0,2,1,0,3,71,10
4962,23572,2,820,0,1,1,4980,1,1,0,1,12437,147,1,0,0,0,241,7
8544,19888,2,779,1,0,1,2622,0,1,0,2,11468,0,2,0,0,0,206,13
3437,29043,2,176,0,1,1,6703,2,1,0,0,5081,0,1,0,1,0,212,12
1917,15913,0,1194,1,0,0,6220,2,1,1,0,8542,0,2,1,1,1,214,16
17813,3129,1,336,1,2,1,3702,2,0,0,1,11753,0,2,0,1,2,292,12
3370,16465,2,440,0,1,0,8203,2,1,2,1,4967,0,2,1,1,1,256,23
9328,26861,1,8,1,1,1,165,0,0,2,1,18585,0,0,0,1,3,289,3
18399,28296,1,1237,1,1,1,5398,2,1,1,2,30050,0,0,0,0,1,284,11
15910,12620,0,630,0,2,1,1083,0,0,2,0,25699,0,0,0,0,2,243,25
8068,3695,0,1067,1,1,0,6715,0,0,1,0,1620,93,2,1,0,3,110,10
19810,15171,1,21,1,2,0,8670,0,0,0,0,1767,0,2,1,0,3,7,19
10497,27809,0,1354,0,1,1,6974,1,0,2,2,2147,0,0,0,1,1,186,14
14445,25896,2,598,1,1,1,7517,2,0,1,0,18354,0,1,0,1,3,147,3
11322,19845,0,20,1,2,1,1269,1,0,0,0,30223,0,1,0,0,1,92,13
597,27516,0,527,1,1,1,2277,0,0,0,2,10931,0,0,0,1,1,160,5
13683,6231,1,1370,1,2,1,9009,1,1,1,1,24375,17,0,0,1,1,191,22
13837,3030,0,322,1,1,0,1916,1,0,1,2,4964,0,0,1,1,2,31,27
4927,26540,0,136,0,0,0,6400,0,1,2,2,28884,64,0,1,0,2,286,8
3928,3492,0,642,0,2,0,6848,2,0,1,1,13590,0,2,1,0,0,108,12
25999,11591,2,775,0,2,0,1763,1,1,1,0,1816,0,2,1,0,2,209,24
8912,26101,2,321,0,0,1,106,0,1,0,2,29594,0,0,0,0,0,65,24
6490,8785,1,816,0,0,0,2270,2,0,1,0,5062,0,0,1,0,3,309,15
19580,21080,1,1163,0,0,0,3178,2,0,0,2,19304,0,1,1,0,0,56,20
12787,21296,1,374,1,1,1,6812,0,1,1,2,21592,106,1,0,1,0,21,22
17615,6938,2,456,0,0,1,3669,1,1,1,2,6274,0,0,0,1,0,28,6
19320,27242,0,1433,1,1,1,284,1,1,0,1,23636,0,0,0,1,2,39,3
6336,18682,2,340,1,0,0,2844,0,1,1,2,19696,0,1,1,1,2,274,26
19826,13360,2,132,1,0,1,4967,2,1,0,2,19022,0,2,0,0,2,176,22
11502,27863,2,459,1,0,0,2619,1,1,0,2,6465,0,2,1,1,2,71,12
16050,12129,1,744,1,2,0,5963,1,1,2,0,18088,0,1,1,1,2,186,10
18114,4182,2,1381,0,1,1,5603,0,0,1,0,28766,0,0,0,1,2,220,8
4941,5179,1,73,1,1,0,6756,1,1,0,1,21085,0,2,1,0,1,146,16
2504,15375,0,707,1,1,1,226,2,0,0,2,27763,0,2,0,0,1,25,16
24757,10717,2,312,1,1,0,9766,1,1,0,1,3384,0,2,1,0,2,71,24
5190,277,0,570,1,0,1,666,0,0,1,2,19081,0,1,0,0,2,307,20
5716,7054,1,194,1,2,0,4377,1,0,2,1,18366,0,1,1,1,0,225,9
9601,767,2,539,1,2,1,6134,0,0,1,2,536,0,0,0,0,3,236,0
26111,14770,2,814,0,1,1,4316,0,0,0,0,20039,0,1,0,1,2,71,10
3675,17109,0,862,1,0,0,345,0,1,0,0,28070,0,2,1,1,1,265,3
17353,8683,2,1212,0,2,1,7230,2,1,2,1,30699,0,0,0,0,0,165,20
5578,17208,0,92,0,0,0,2782,2,1,0,2,15396,0,1,1,1,2,22,25
7740,28659,0,137,1,1,1,1207,1,0,0,0,30639,0,0,0,1,3,245,3
2010,12904,2,273,0,1,0,3565,0,0,2,1,26158,0,2,1,0,3,205,21
3574,3627,1,1283,0,0,0,4949,2,1,1,0,26139,0,2,1,0,1,226,17
7753,24058,1,965,0,2,1,1565,0,1,0,0,501,0,2,0,1,2,263,8
5871,18433,1,13,0,0,0,2914,2,0,1,1,18528,0,0,1,0,0,2,27
13856,6904,2,756,0,0,1,4914,1,1,2,1,10637,71,1,0,0,2,82,13
29004,4282,1,1411,0,0,1,2739,1,1,0,1,28109,0,0,0,0,3,220,17
15311,11567,1,940,0,2,0,9654,0,1,0,0,32030,126,2,1,1,3,296,7
7856,6819,0,1233,1,1,1,6347,1,1,0,2,5915,0,1,0,1,1,80,4
8308,4633,0,1000,0,1,0,7887,0,0,1,1,6897,0,1,1,0,0,109,3
15428,27451,1,318,0,1,1,5580,2,0,0,0,13040,108,1,0,1,3,186,13
10103,838,1,1372,1,2,0,8582,0,1,1,0,18512,55,0,1,1,1,313,10
10526,14992,0,19,0,1,0,8010,2,1,2,0,12771,0,0,1,0,2,158,20
23651,25387,1,834,0,2,0,5669,0,0,2,0,20519,0,1,1,0,3,135,16
11440,17086,0,777,1,0,0,4695,1,1,2,2,6936,0,0,1,0,1,230,11
23135,6952,2,679,1,1,1,8671,0,0,0,2,25889,0,0,0,0,1,56,6
2164,21525,0,1252,0,2,1,724,2,0,1,2,7514,0,1,0,0,1,109,19
24933,24955,0,942,1,2,0,455,0,1,1,1,9762,0,1,1,0,3,98,24
15716,10198,1,1421,1,0,1,6909,1,1,0,1,26065,72,0,0,1,3,156,27
18511,8695,0,1166,1,1,1,9382,2,0,0,1,2353,0,2,0,1,2,108,14
12378,8073,2,541,0,1,0,7347,1,0,0,1,3093,0,2,1,1,1,16,9
14696,22474,0,636,0,1,1,7339,1,0,2,0,2839,0,0,0,0,1,18,15
3521,7943,0,249,0,1,0,4269,2,0,1,0,19256,0,2,1,0,0,34,1
16288,11552,0,1394,0,2,1,9704,2,0,1,0,7327,0,0,0,1,0,209,12
2563,8789,2,1058,1,0,0,8727,1,1,0,0,22111,0,1,1,0,2,44,14
18903,9557,0,1410,1,1,1,1676,1,0,1,1,1581,42,2,0,0,2,74,8
21546,10313,1,253,1,0,1,5615,0,1,1,2,14505,0,2,0,1,1,277,16
20178,29357,2,1352,1,1,1,9011,2,1,2,0,20470,0,1,0,0,2,162,11
703,23627,0,614,1,2,0,7749,2,0,1,0,16759,114,2,1,0,3,34,7
23035,9380,0,296,1,0,0,3282,2,1,2,1,12928,0,2,1,0,0,32,13
25057,8687,0,726,1,1,0,8412,1,1,0,2,18917,0,2,1,0,0,55,6
15360,16009,1,603,0,0,1,6324,2,1,0,0,13345,0,0,0,1,3,65,16
8584,3885,0,1099,0,1,1,3198,0,1,0,0,7225,0,2,0,0,2,233,1
508,14801,1,862,0,0,1,2735,2,1,0,0,23029,35,1,0,1,0,179,7
6143,26855,0,110,0,0,0,5577,1,1,2,0,10811,0,1,1,1,1,177,6
15222,17834,1,1136,1,0,1,5429,0,0,0,2,25106,0,0,0,0,2,193,15
13497,18367,1,606,0,2,1,6335,1,1,1,1,28920,0,2,0,1,0,301,20
453,4909,1,5,0,0,0,7043,2,1,0,0,29826,0,1,1,1,3,259,20
14600,4660,1,493,1,2,0,1024,2,0,0,0,23380,0,1,1,1,1,52,2
28410,3208,2,330,0,0,0,6082,0,0,0,1,32253,88,0,1,0,0,171,15
21912,3594,1,743,0,1,1,8114,0,0,1,1,28160,0,0,0,0,0,74,10
16057,29552,2,180,0,1,1,0,1,1,2,2,9503,0,0,0,0,2,258,4
8013,12750,1,334,1,2,0,1916,0,0,0,0,2780,0,2,1,0,1,74,10
9540,6505,2,584,0,2,0,6247,0,0,1,0,8424,0,2,1,1,3,179,0
9434,20883,2,445,0,2,1,1335,2,0,1,2,8055,0,0,0,0,2,271,18
10711,14171,2,1224,1,0,1,712,1,0,1,1,25350,0,1,0,1,0,203,26
2205,13615,2,2,0,0,0,8331,0,0,1,0,315,0,1,1,0,2,40,9
804,3074,0,1428,0,2,1,8042,1,1,1,2,7178,0,2,0,0,2,19,25
2043,7650,1,370,0,0,1,5532,1,1,2,2,10265,170,2,0,0,3,44,27
21726,4542,1,1356,1,1,0,9143,0,1,2,1,28088,0,1,1,0,2,72,24
24868,19775,2,783,1,0,1,7610,1,1,1,2,28969,0,1,0,0,1,39,22
23391,1340,2,325,1,0,0,914,0,0,0,1,6793,70,1,1,1,3,285,14
26315,28531,2,86,0,0,0,1982,1,0,0,2,1438,0,1,1,1,3,12,15
16464,22272,2,707,0,0,0,8687,1,0,0,0,1631,0,1,1,0,1,284,15
20391,8525,1,1064,1,1,1,1702,0,0,2,2,231,0,2,0,0,0,273,17
5794,27502,0,755,0,1,0,6436,2,0,2,0,14903,0,1,1,1,2,103,24
27288,13496,1,611,1,1,1,2046,1,1,1,0,18711,0,0,0,1,0,114,9
19551,26390,0,29,1,0,0,713,1,1,0,0,32201,0,0,1,1,1,76,16
29308,9334,1,980,0,2,1,7208,1,1,2,1,25149,0,2,0,1,3,262,25
23815,17304,1,613,0,2,1,4000,1,0,1,2,17730,0,2,0,0,3,230,11
9959,26848,1,227,1,1,0,4054,0,1,0,2,22355,0,2,1,1,0,199,9
15453,17655,0,677,0,1,0,4219,2,0,1,0,15870,0,0,1,1,1,233,24
5908,6073,2,1402,1,1,0,6593,2,0,2,1,17735,160,1,1,0,1,22,18
23,2976,1,1245,0,1,1,7530,1,0,0,0,26429,54,2,0,1,0,189,3
7424,9884,1,1023,0,0,0,11,0,0,0,1,10572,0,0,1,1,1,124,17
4158,2447,0,648,1,1,1,5141,2,0,2,0,32227,0,1,0,1,2,225,19
15713,6675,1,1286,0,1,0,704,2,1,2,0,14079,0,1,1,1,1,30,16
3989,2033,1,1100,0,1,1,3907,2,0,0,0,19342,29,2,0,1,1,238,8
1120,9639,0,76,1,0,0,6653,0,1,2,0,2012,0,2,1,1,1,55,12
22065,5754,0,1429,1,2,1,5728,1,1,1,1,24488,0,0,0,0,0,223,13
277,28515,2,395,1,1,1,4184,1,1,0,0,28622,0,1,0,0,1,163,5
17017,29347,0,1254,0,0,0,4053,1,1,2,1,10691,0,0,1,1,0,296,20
9234,2975,0,215,1,0,0,1027,2,1,2,1,12073,80,2,1,1,0,109,21
17738,7261,1,103,1,1,1,4662,1,0,1,2,22804,0,2,0,0,1,301,1
27023,5989,1,1415,1,2,1,6923,0,1,0,0,23657,85,2,0,0,0,149,1
24569,16428,0,1139,0,1,0,7815,1,1,0,2,19761,0,0,1,0,1,23,13
5875,9708,2,405,1,0,1,272,1,1,2,2,30307,0,2,0,0,1,146,25
19640,26534,0,627,1,2,0,8596,0,0,0,0,32229,29,1,1,1,3,188,6
12337,25339,0,1142,0,2,1,7322,0,0,0,2,21855,0,0,0,1,3,278,16
640,14578,0,116,1,1,0,7019,2,0,0,0,6476,0,2,1,0,1,261,20
5451,23587,1,35,0,0,1,2284,2,0,0,1,8682,179,2,0,1,1,256,23
27472,8127,0,845,0,2,0,8626,1,1,0,2,16090,0,1,1,1,1,201,0
8736,9029,0,1125,0,1,1,8231,1,1,2,2,32083,0,1,0,0,1,144,2
17862,14739,2,615,1,0,1,2011,1,0,0,1,10820,0,2,0,0,0,314,9
2287,22935,0,1328,0,2,0,7508,2,0,0,2,428,0,2,1,0,1,201,18
3444,6633,2,1100,0,1,0,249,2,0,2,2,32182,0,0,1,1,2,40,22
1082,4018,0,1002,0,2,0,3377,2,1,1,1,15656,15,0,1,0,3,134,27
23620,19988,1,1286,1,2,0,2606,2,0,1,0,4389,0,0,1,0,1,84,5
8865,18312,0,1353,0,1,0,1054,0,0,0,1,20905,0,0,1,1,3,158,8
12085,5542,2,998,1,0,0,6994,0,0,2,2,6663,0,0,1,0,3,50,3
1972,23878,0,915,0,2,1,4802,0,0,2,1,30576,0,2,0,0,2,284,20
17316,7915,1,210,0,2,0,8276,1,0,2,0,6294,0,1,1,1,2,124,21
15733,16724,1,645,1,2,0,854,1,0,1,0,10090,0,2,1,0,0,61,2
17699,604,0,829,0,1,1,891,1,1,0,1,7440,98,0,0,0,1,23,7
7046,17341,2,1375,0,2,1,4297,0,0,2,0,18064,0,0,0,0,2,288,0
15080,27421,2,1427,0,1,1,2993,1,1,1,0,29970,0,1,0,0,0,257,4
27611,4477,2,306,1,2,0,6532,1,0,0,1,4681,0,2,1,1,0,21,13
2257,4901,2,765,1,0,0,8259,0,1,1,1,16070,0,2,1,1,1,191,10
6470,25695,1,122,0,0,1,3863,0,0,2,1,2048,0,0,0,0,1,240,1
12147,12095,0,1357,0,0,1,2580,1,0,0,1,4910,0,1,0,0,1,113,18
12221,16270,1,940,1,1,0,5137,1,1,1,0,5793,40,0,1,0,1,151,23
13234,27004,1,514,0,1,1,3026,2,0,1,1,26920,0,1,0,1,1,255,5
14846,20066,0,1300,1,1,0,3264,0,1,2,0,2667,78,2,1,0,2,90,3
6587,20916,0,801,0,1,0,5091,2,0,0,2,21485,59,1,1,1,2,5,6
29355,29561,0,1225,1,0,1,6715,0,1,1,0,17273,0,2,0,0,3,120,20
2430,24489,0,583,0,0,1,1294,0,0,0,0,4254,137,1,0,0,0,5,5
20909,26858,1,9,0,0,0,6742,1,1,1,1,30456,0,1,1,1,0,219,10
20012,10802,1,1380,0,1,1,4683,1,0,2,0,26933,0,0,0,0,0,54,24
26556,1579,1,1019,1,1,0,8005,0,0,1,1,10206,0,0,1,0,1,236,6
25619,21817,2,801,1,1,1,6748,0,1,0,2,5192,0,1,0,0,1,176,27
21076,13032,0,238,1,1,0,2793,1,0,2,2,26907,0,1,1,1,0,37,26
23922,6387,1,958,1,0,1,7681,2,0,1,0,27923,0,2,0,0,2,65,27
938,3990,0,1395,1,2,0,3252,1,1,2,1,14085,0,1,1,0,1,257,3
4513,19342,1,882,1,2,0,609,2,0,0,1,13512,0,0,1,0,2,194,25
11374,5356,2,128,0,0,0,6740,2,0,2,0,17246,0,0,1,1,0,138,19
13423,1330,1,784,1,0,1,2330,1,1,0,1,22946,0,1,0,1,2,257,24
18693,6639,2,1094,0,1,0,8408,2,0,0,0,11102,0,1,1,0,2,313,26
17771,10597,0,443,1,1,1,2617,0,0,1,0,18336,0,1,0,0,3,165,9
15461,29285,0,1244,0,2,0,487,0,0,2,2,7143,159,0,1,0,2,151,13
13424,23622,1,330,0,1,1,8814,1,0,2,1,28977,0,0,0,1,1,98,14
28224,22509,0,458,1,0,0,4239,2,0,0,0,19301,0,2,1,1,1,62,4
5000,22044,1,33,0,2,1,735,0,0,2,0,14598,0,1,0,1,0,100,10
12807,6941,1,557,1,0,1,9483,2,0,0,1,7975,0,1,0,0,1,60,6
17404,20113,0,229,1,0,0,1225,0,1,2,0,10187,0,0,1,1,0,24,10
20674,16916,0,1287,1,0,1,9615,2,0,1,2,11763,0,1,0,0,1,123,25
26507,4512,1,894,0,1,1,8186,1,1,2,1,9890,0,2,0,1,2,158,26
989,25897,1,503,0,2,1,2192,0,1,1,0,30016,0,0,0,0,0,314,17
17758,26434,0,441,1,2,1,3135,2,0,2,1,29362,0,1,0,1,3,129,2
12283,28511,1,1222,0,0,1,6285,2,1,0,1,30447,0,1,0,1,0,86,3
27913,509,0,1409,0,0,0,6763,2,0,2,0,16341,0,0,1,0,2,126,6
28584,17281,1,118,0,2,0,2030,1,1,1,1,22342,0,2,1,0,0,197,23
20225,26639,2,239,1,1,1,229,2,0,1,0,5647,0,1,0,0,1,144,3
5050,20695,2,302,1,2,0,3777,0,1,2,2,32098,0,2,1,1,2,258,4
8431,17185,1,844,1,0,1,1801,1,0,2,2,8239,0,2,0,1,1,190,2
5007,1524,2,1134,1,2,0,7546,2,1,1,0,4366,158,0,1,0,2,150,23
27837,2876,0,1118,1,1,1,7071,2,0,2,1,15847,0,0,0,0,0,46,25
17852,25667,2,158,0,2,0,7067,2,1,2,2,24666,0,1,1,0,3,147,6
12080,11504,2,1254,0,2,1,2669,2,0,0,0,28372,0,2,0,0,2,65,5
1801,24332,1,1236,1,0,0,8956,0,0,1,2,11340,98,0,1,0,1,11,7
20632,14500,1,1253,1,1,1,190,1,0,0,2,24552,0,0,0,1,0,26,10
13321,3645,2,1243,1,0,1,298,2,0,0,1,5789,0,1,0,0,3,121,15
12197,26229,1,1143,1,1,0,8423,0,0,1,0,27185,0,1,1,0,0,160,24
28725,25447,1,384,0,0,0,9187,2,1,0,2,8704,0,2,1,1,0,25,12
3083,10869,0,1224,1,1,1,6947,2,0,2,0,25577,0,0,0,1,3,24,7
20319,29625,0,465,1,0,0,4681,2,1,1,2,32281,0,2,1,0,1,173,11
14407,6598,0,84,1,2,0,6794,2,0,2,1,1914,0,1,1,1,3,224,11
14685,14758,0,429,1,0,1,3267,2,1,0,1,5303,0,0,0,1,3,18,8
16994,3217,2,562,0,2,0,6664,2,0,0,1,22319,0,0,1,0,2,81,18
10185,29494,2,250,1,2,0,2697,1,0,2,0,11719,0,1,1,0,0,252,5
423,28392,2,720,0,2,1,3720,0,1,0,2,15476,0,2,0,1,1,71,3
310,18007,0,855,0,2,1,5540,2,0,2,1,18718,0,1,0,1,2,133,24
16807,11957,1,1120,1,0,0,6445,0,0,2,0,18106,0,0,1,1,1,112,2
18986,23434,1,225,0,0,1,3409,2,1,2,1,18237,0,0,0,0,3,291,14
23047,24995,0,735,1,2,0,679,1,1,1,0,11546,0,0,1,1,1,135,10
8960,28466,1,1128,0,1,1,1176,1,1,1,1,27839,0,0,0,0,0,282,4
21964,26226,2,722,0,2,0,8162,2,1,1,2,28143,0,2,1,1,0,36,8
11417,26779,0,1005,0,1,0,8360,1,0,2,1,9418,0,0,1,0,3,220,14
9021,5247,1,86,0,0,1,6804,0,1,1,2,4415,120,2,0,0,0,220,6
6588,14395,2,521,0,0,1,6808,1,0,1,1,8697,91,2,0,1,2,285,20
5124,7651,1,577,1,2,0,6597,1,1,1,0,19126,0,2,1,0,1,133,21
27645,18873,1,1157,0,0,1,8426,2,1,2,1,19878,157,1,0,0,1,66,22
5834,25145,2,117,0,1,0,5011,0,1,2,1,28087,0,2,1,0,0,108,1
10614,27113,2,784,0,2,0,2293,0,0,0,2,11412,65,1,1,0,3,122,27
18869,8331,2,148,0,1,0,6078,1,0,0,0,860,0,1,1,1,1,288,25
21463,1166,2,1398,0,0,0,3851,1,1,1,2,32132,0,2,1,1,1,290,3
7166,29819,0,1161,1,2,1,7571,2,0,2,0,31826,97,0,0,0,0,2,23
13434,5013,0,222,1,1,1,6374,1,0,0,1,21468,81,0,0,0,0,236,20
11145,3674,1,284,0,1,0,3022,0,0,1,2,32148,0,0,1,0,0,42,27
22717,4241,0,760,1,2,0,8457,0,0,2,1,25340,81,2,1,1,0,222,4
8190,9211,2,1283,1,1,0,2517,0,1,1,1,14324,112,0,1,0,1,115,10
2789,4577,0,17,1,2,1,8340,0,0,0,1,22416,101,2,0,0,2,223,9
16889,12099,1,411,0,1,0,2109,2,0,0,1,4728,0,0,1,0,1,294,21
17160,24599,1,508,0,1,0,6432,1,0,2,2,5193,125,1,1,1,1,161,18
13836,15438,2,55,0,1,0,2631,2,0,0,1,7580,0,2,1,0,3,124,10
29478,12187,2,1430,1,0,1,7120,1,0,2,1,29945,22,1,0,0,2,106,6
14579,7389,0,1166,1,1,0,2011,2,1,0,2,2417,0,1,1,0,0,158,2
