Action Taken,Severity Level,Attack Type,Destination Port,Source Port,Anomaly Scores,Packet Length,Localidad
1,0,1,6318,10952,4016,985,122
1,0,1,14851,22585,9772,1408,99
0,0,1,26625,25710,6510,600,289
0,2,1,27485,8570,6781,298,226
0,2,1,22569,29566,750,409,218
1,2,2,23914,2207,1829,131,227
1,2,0,26277,10436,5406,288,119
2,1,0,10123,13192,5794,249,71
2,0,1,2085,10175,6784,325,101
0,2,0,4240,265,9234,560,270
1,0,2,21302,28022,2576,420,300
1,2,1,28020,10658,7548,785,227
0,0,2,23148,19127,716,1030,35
2,2,2,2623,19244,1818,724,119
0,1,1,10301,24556,1243,1429,254
1,0,1,15536,23366,7345,1160,258
0,0,0,550,3574,1513,1284,231
1,0,0,23851,29697,8544,817,15
1,2,0,19068,9254,4032,300,311
1,2,1,28795,3745,3239,210,43
2,1,2,8864,12094,1244,561,10
2,2,1,7111,24052,1026,350,5
2,1,0,122,2940,8253,824,212
1,1,1,17137,14184,5306,1396,298
0,0,2,8793,19130,6951,193,131
0,0,0,6375,7191,7222,393,217
2,2,1,14093,11111,3374,1131,233
2,2,2,10395,297,6914,1256,305
2,1,0,286,24581,817,532,226
0,1,0,9376,16210,5714,881,85
0,1,0,14492,6998,9824,224,12
0,1,0,3877,1077,5353,482,70
0,2,0,27311,1312,8604,250,244
2,2,0,7059,29099,9509,855,289
1,2,1,9190,2658,6344,1381,24
1,0,1,3751,4659,5912,14,30
1,0,2,28110,26997,1710,762,123
1,2,2,10318,15440,6134,843,203
1,0,0,28111,98,1601,1172,50
1,1,1,16476,14004,8275,538,223
2,0,2,24443,351,8178,1018,227
0,1,0,29571,11633,8351,181,290
2,0,1,8397,1116,8892,694,266
1,1,2,4683,13950,6162,717,219
1,0,0,11640,18143,2115,1271,59
1,1,2,3826,26441,7626,309,43
0,1,2,17010,18819,4442,1178,250
1,2,0,13331,18433,2578,184,99
2,2,2,23109,26212,2531,1254,24
1,0,2,6410,4034,8178,1287,41
1,1,2,29217,6335,6553,1136,21
0,2,1,451,7354,7328,620,48
1,1,2,1930,26402,4177,470,215
0,0,0,15118,12390,9322,1316,127
1,2,2,25388,13158,3667,337,214
0,0,2,19109,4567,6042,377,130
1,1,0,21749,20425,4973,360,193
0,2,0,2268,26993,4053,1228,183
0,0,0,17426,3420,4713,630,85
1,1,0,15035,2884,8986,558,211
2,1,2,20257,22772,9099,1322,76
1,1,1,23141,22822,2827,1106,288
1,2,0,29082,28687,8498,21,300
2,0,1,24835,21441,2448,637,245
2,2,2,22497,8348,3185,975,312
2,0,1,9599,17584,936,956,311
1,0,0,17812,26023,7190,527,145
1,0,0,22110,1480,5115,1021,16
0,1,0,10643,8234,8763,1153,259
0,0,0,18031,22235,1500,1138,270
1,0,1,22450,6918,4161,1069,202
2,1,2,18262,1005,8076,158,64
2,1,2,19363,12731,1500,626,175
0,2,0,2597,14983,4972,1077,208
1,2,0,18753,15712,2063,1269,93
2,2,1,18911,28925,1296,376,182
0,0,2,19906,25244,9015,598,138
2,1,0,13946,25675,6357,685,230
0,0,1,994,23272,2347,1386,243
0,1,2,315,8092,5714,1134,24
2,1,2,22132,6862,6632,1305,110
2,2,1,24492,22414,1420,638,28
0,2,0,28358,6822,3604,1363,186
1,1,2,15404,21336,7574,1074,92
2,2,0,22199,1053,9760,515,315
0,0,2,21166,1058,4071,320,7
1,1,2,19804,12312,9654,538,282
2,0,0,26736,505,6443,563,75
0,1,1,11850,24319,4107,1084,149
1,1,1,27666,14889,9564,166,132
2,0,0,9379,8283,6830,1098,48
2,2,2,7916,27367,9256,123,181
1,0,1,25167,8914,1600,885,42
1,2,0,26605,12772,2463,856,61
1,2,1,27427,8323,3649,427,264
2,2,2,5612,559,2760,1053,228
2,0,1,14871,18464,8746,898,275
1,1,1,413,2608,7700,1058,83
0,0,2,18311,7153,3214,322,250
1,2,0,9896,19138,9681,1436,31
2,1,1,11720,27383,8461,1391,46
0,2,0,19879,12957,6514,187,269
0,0,1,5170,28871,4263,53,226
0,0,0,6875,25362,2735,1328,53
1,1,0,6696,23083,1282,263,150
2,1,1,5459,19256,7081,938,211
0,1,0,3875,29170,8357,51,315
1,0,1,7163,4167,1250,55,131
2,0,0,21686,18815,3708,858,156
1,0,1,3493,12669,3966,827,24
2,1,0,27550,24613,5736,1312,100
1,2,2,27161,16681,7318,78,116
2,1,1,23717,7377,1871,281,52
0,0,0,9091,24203,7668,484,38
1,2,0,9356,28663,214,520,61
1,0,2,7908,10896,946,316,29
0,1,2,23023,6343,9476,1068,45
2,1,2,6255,1147,3512,289,24
2,1,0,17302,24739,5970,652,55
2,0,1,13189,13551,5203,1062,175
1,1,0,23477,21337,6849,992,205
2,0,2,11616,10917,1367,1385,153
0,0,0,4134,9644,9110,1386,192
1,1,0,794,13670,3181,217,233
0,1,0,9714,13298,3360,504,206
0,2,0,4913,17510,7870,954,66
2,2,2,15951,22421,4647,533,110
2,1,0,6784,3792,2358,1094,98
0,1,2,20158,2957,4910,1141,60
1,0,1,26278,1270,579,521,56
2,1,1,5007,7244,3429,440,266
0,0,1,19355,21003,4290,1429,118
0,1,2,4321,2156,3745,953,147
1,2,1,3257,20141,4406,508,232
0,1,1,8637,18588,4007,1319,136
2,2,0,8731,19513,7400,1372,158
1,0,1,13186,19337,4778,407,70
0,1,0,22655,28225,4786,964,194
0,0,0,8794,538,2232,1196,162
2,2,2,5781,16365,6041,602,112
2,0,0,27233,25504,6570,441,162
0,2,1,29315,3377,6409,631,313
2,0,2,20491,29723,1484,555,236
1,1,1,5455,2849,8144,327,99
1,1,2,19586,12043,4336,816,136
1,0,2,2498,19970,632,918,164
2,2,2,27196,25218,5533,443,150
2,0,2,14725,24264,4469,1272,131
0,2,0,21856,20662,6472,507,159
2,0,2,2632,6731,2756,52,73
2,1,0,25067,28623,3471,268,86
1,1,2,12039,19525,2038,544,238
0,1,2,28931,8713,7247,68,284
1,2,1,17964,5696,1381,623,128
1,1,2,7208,26580,3962,736,103
2,1,1,27887,29306,6777,141,8
1,0,0,26259,22271,9597,943,117
0,1,2,22118,10435,5298,518,152
0,2,2,13187,12544,6267,1209,188
0,0,1,21980,4223,2821,621,187
0,0,0,26726,11902,9009,1352,100
2,2,1,24617,18107,868,1410,178
1,1,2,7768,14374,6018,297,73
0,0,1,10017,6932,1819,812,257
1,1,1,7964,1823,6738,432,92
1,0,1,28047,14678,7987,1042,218
1,0,2,1936,26890,2421,508,89
1,0,0,6194,58,3548,1291,103
1,2,0,8358,18289,2026,405,110
0,1,1,21914,4783,7010,460,234
0,1,1,7736,27767,5544,129,295
2,0,2,501,18483,2421,1257,7
0,0,0,29346,23490,6704,347,302
1,1,2,989,8604,6717,403,123
0,1,1,16760,20148,4108,279,246
2,0,0,13437,28747,5209,1075,77
1,0,2,20886,14442,4625,531,286
0,0,0,14816,27542,9783,845,138
0,1,0,19796,18225,9340,930,254
0,1,2,463,18244,161,1014,124
1,1,0,6545,12644,2078,1110,159
0,2,2,1158,10847,6772,1024,84
0,0,2,4733,24603,7214,960,303
2,1,1,8956,1123,6607,1181,274
1,1,1,472,26362,1711,819,40
2,2,1,20043,1898,3596,1184,239
2,1,0,29873,27879,5100,616,247
1,0,1,23089,28327,2072,1,181
2,0,2,4555,28774,4693,980,7
2,0,2,2081,17830,263,1183,260
2,2,0,20906,24554,5447,926,173
0,2,1,22252,23615,8460,1031,217
2,0,2,6517,18867,5672,577,25
1,2,1,483,29015,8083,767,1
2,0,1,1494,16367,5856,1429,95
2,2,1,28937,8714,1170,210,30
0,1,0,4319,12594,8043,742,302
0,1,0,22173,2893,8833,1020,293
1,2,2,25519,4286,5515,686,107
2,1,1,5689,13542,8666,154,137
1,0,2,16362,13606,2805,1288,81
1,2,0,2886,11783,9663,948,86
2,1,2,13893,2042,3696,1323,268
1,0,1,23531,2695,2165,609,75
2,2,0,25034,11841,2967,879,181
1,1,1,29646,2818,8754,1059,42
2,0,1,19174,23151,2372,80,182
0,2,2,18978,22998,1408,1276,229
1,0,0,29363,5831,4507,585,129
0,0,1,736,15883,5048,438,139
2,0,2,302,23115,2854,793,177
2,0,2,14809,4938,1260,460,182
2,2,2,26444,21942,8683,248,119
0,2,0,14542,25390,3919,56,252
1,0,0,2031,28010,7836,112,17
2,1,0,4632,10249,155,745,116
2,1,2,13687,27888,2556,310,116
0,2,0,17712,18668,7260,1243,37
2,0,1,9310,29515,1568,1291,308
0,2,1,13675,25078,8816,227,285
0,1,0,15333,20491,2665,1277,217
0,0,2,18952,19544,6235,197,312
1,2,2,14820,21956,3779,1248,250
0,1,1,23286,4149,3306,22,60
0,2,2,13382,13734,3255,1199,236
0,0,0,8101,19610,5667,1000,312
0,1,0,4669,18318,4429,105,260
1,1,2,12368,27597,2423,595,116
1,1,2,27133,20875,8159,1361,266
0,0,2,2451,18233,2009,12,20
2,1,1,14006,6934,2699,545,24
1,2,0,23043,12108,6242,1013,62
2,2,2,25026,3313,56,431,198
1,2,1,8718,11959,9018,839,268
1,1,2,29407,8359,729,664,154
1,0,1,9341,11664,1284,1170,137
0,2,1,26647,18782,6429,1376,183
1,2,0,10678,720,621,123,172
1,2,2,18880,12293,1827,970,160
2,0,2,1381,15038,6462,909,203
1,1,0,22698,16727,2195,1357,226
2,0,1,24322,29055,2203,409,113
0,1,1,2036,14327,3469,1299,53
0,2,2,12772,22660,1369,538,133
1,0,2,26590,20710,9356,345,86
1,0,2,15639,22067,204,1388,183
1,0,0,7243,26558,5233,276,5
2,2,1,14923,3766,4306,1214,59
2,0,0,7499,20589,1160,1330,143
0,1,0,26761,8300,1321,323,204
1,0,1,26875,7835,967,691,75
1,2,1,1940,17670,4579,695,241
1,2,0,21353,12276,6725,571,255
2,0,2,8134,14649,798,399,108
2,2,2,24342,24624,2961,971,313
2,2,2,29084,27150,9116,780,267
1,1,0,27247,9532,4407,395,243
2,0,0,9248,17742,4687,840,260
0,1,0,16044,21075,7155,134,314
2,2,2,24091,11919,8460,484,258
1,1,1,20542,11676,3646,610,69
0,1,1,14271,12520,7209,1178,201
0,1,1,971,25818,9601,1369,28
2,1,2,8713,8544,6111,1336,217
1,2,2,24389,19007,5627,1355,260
1,0,1,7679,26513,8962,238,2
2,2,2,19246,15831,117,1403,2
2,0,0,9942,4975,1713,705,64
1,0,2,20438,15983,8811,563,149
0,1,2,9153,7152,1771,304,84
1,0,2,11377,13233,9283,186,233
2,1,0,21593,4,1291,741,159
1,2,1,16707,25805,9181,208,118
2,1,1,9208,1083,5396,716,261
0,1,0,29049,12549,8679,254,105
0,2,0,24273,6665,6357,1357,17
2,0,0,4271,15913,1625,565,161
2,2,2,20974,16082,7777,533,126
1,0,1,14198,20870,8442,531,197
1,2,2,21603,26030,1438,727,55
0,1,2,13208,595,3732,563,17
2,2,0,18663,25093,9624,146,268
0,2,0,19467,24964,7584,1175,236
2,0,0,22383,22320,4188,946,277
2,2,2,23592,12643,6662,662,39
1,1,0,9800,13855,5742,602,133
0,2,2,23808,22255,6359,548,246
1,0,2,396,7571,975,622,142
1,2,0,11134,17494,3483,398,250
2,1,2,11991,14574,9564,363,20
0,1,0,24944,2895,2722,246,281
1,0,0,26259,101,1673,1318,57
1,2,1,10614,18330,7899,1294,263
1,0,1,6831,28534,4174,1060,284
2,2,2,9041,26022,3346,805,207
1,2,1,9394,1087,592,873,129
1,0,0,23710,18856,8588,1096,189
0,1,2,8425,24435,7881,49,175
1,0,1,10784,29513,9232,74,58
0,2,0,13463,29627,141,1352,193
0,2,1,20873,1075,7989,1103,170
1,0,1,17999,18407,8413,690,8
0,0,0,29760,18623,8965,1311,222
1,1,1,14529,8010,9349,251,262
0,2,2,9542,13748,2249,226,31
2,1,1,12346,586,4094,1190,159
0,2,1,9810,25802,8831,339,100
1,2,2,3318,6142,7957,17,273
2,0,1,18064,7144,9155,287,195
2,2,2,21563,21438,875,1347,268
0,1,1,962,23408,2095,169,108
1,0,1,18996,29425,8006,260,108
2,0,2,22096,15147,1100,1235,99
1,2,0,1819,2887,2146,730,232
2,1,0,2201,3035,8678,799,50
1,2,1,6449,13822,5511,1289,134
0,0,2,25014,26309,492,1025,74
0,1,2,13891,20428,9432,1148,132
1,0,2,14152,15549,4015,205,238
0,2,1,27026,18796,3359,769,242
2,1,1,8561,8321,4514,258,252
1,0,0,28781,29294,7269,735,189
2,1,1,16559,3274,8439,467,270
0,0,1,13641,14381,4314,103,272
1,1,0,1548,1109,449,154,231
2,0,1,26464,17639,2385,85,52
0,0,1,6879,3278,5891,398,201
2,1,1,16711,13985,5634,92,32
2,0,2,16583,443,1536,1346,81
1,1,2,23327,18261,2252,1248,107
1,0,0,29500,20359,8567,185,210
1,1,0,18039,25154,1411,1016,99
0,2,0,16801,23689,656,840,162
0,2,0,9331,21050,8560,514,89
0,1,1,7571,21691,2017,1125,55
1,0,1,18741,5872,4689,173,227
1,2,0,17013,5899,8119,639,264
1,0,0,15374,4044,1297,629,219
1,0,2,13038,17397,8443,511,314
0,1,0,26826,18855,6692,1157,214
1,0,1,9180,2585,3098,562,309
2,0,2,29519,9398,8406,1209,18
1,0,0,9166,9228,6995,606,289
0,1,0,11033,11005,2602,1057,69
2,0,0,28588,9680,4333,40,208
0,0,1,11027,7125,2090,134,275
1,0,2,20316,25121,5863,356,214
0,1,1,16365,13262,3589,574,21
2,0,2,9699,1006,9382,742,5
1,2,2,16150,3850,972,611,31
0,1,1,1356,10786,8525,1046,70
2,2,0,3043,20984,8333,1257,64
1,0,1,23928,5394,790,566,43
0,2,0,27365,9827,5404,811,118
0,2,0,7877,9454,4584,869,185
0,2,0,7405,8350,144,609,292
1,2,1,23515,20970,5620,432,85
0,2,1,27631,1095,3219,1274,44
2,2,2,481,24430,1875,1190,114
0,0,2,12259,1435,712,512,248
1,2,1,24803,27578,2954,1310,183
1,1,2,26664,8882,6809,934,114
0,2,2,29184,7619,7874,34,161
1,1,2,27892,25249,7996,841,53
1,0,0,443,22808,8080,823,32
1,1,0,9284,25034,1123,194,140
2,2,2,22797,21048,816,1042,52
0,1,2,13868,12872,6735,573,0
2,1,2,24203,10529,4792,1188,163
2,1,0,14654,11026,8805,1105,267
2,2,0,17496,7346,6199,1312,238
2,2,2,25560,25167,2658,1296,198
0,0,1,27296,21400,6164,1173,33
2,1,2,7260,22853,2520,813,124
2,1,0,23178,21309,7959,999,213
2,0,0,22128,29737,7421,853,77
1,1,0,697,25466,4636,367,12
0,2,1,22645,23068,4760,690,93
0,1,1,25021,19842,6916,1163,24
2,1,2,11135,8370,6293,707,308
2,2,1,22345,18142,9603,137,246
0,1,0,5207,6457,2994,369,76
1,1,0,25257,6449,1868,341,130
2,0,1,28846,17004,559,272,35
1,1,1,635,29100,3108,881,142
1,2,2,5527,10892,7824,1383,200
2,2,1,11089,4052,161,1212,250
0,2,1,10750,14310,5421,1051,45
0,0,0,18850,17354,8475,549,284
2,2,0,29758,24863,7020,506,88
1,1,0,19337,7910,1060,8,20
0,0,0,16334,2979,2758,318,285
0,0,2,16712,27039,5923,127,14
2,0,1,6659,9585,6633,1005,42
2,1,2,11977,20284,5353,416,59
0,0,0,9311,15412,3784,402,197
1,0,2,18971,278,7844,516,84
0,1,2,7864,15684,8411,396,21
0,1,2,9418,26577,8548,1191,181
2,2,0,28282,21869,294,1200,148
0,0,1,2387,6959,4811,1209,57
2,2,0,10743,4399,7750,357,95
2,1,2,13254,12445,7972,1079,206
2,0,2,11204,28754,1266,725,307
2,2,1,12177,7875,5374,1200,141
1,2,0,15069,21797,5395,1386,84
1,0,1,11374,21478,8018,1101,90
1,2,2,5303,13706,1620,191,275
2,2,1,12645,7425,9229,1300,266
0,1,1,3440,20038,5499,180,238
0,0,0,16406,16628,1565,698,276
0,2,1,18056,27466,9295,435,141
2,1,0,27320,21842,948,697,310
0,2,2,5431,569,6339,990,158
2,2,0,20895,9857,5688,670,164
0,0,1,3987,3084,4106,555,12
2,1,1,11244,21206,7103,968,172
2,2,1,3106,5967,738,1179,210
2,0,1,12990,841,8988,679,110
0,2,0,3649,13120,677,294,274
0,2,0,26176,19134,6137,1436,257
1,1,2,27073,17246,4906,201,155
0,0,2,23519,17796,3374,1410,269
2,1,2,28205,7698,3616,765,235
2,2,0,25376,18574,4713,997,101
0,2,1,16048,4375,2436,955,285
2,1,1,22908,24395,9432,57,230
1,1,0,11200,23818,4429,1054,157
2,0,0,13023,4429,8918,336,19
0,1,2,3338,15607,7068,900,55
0,2,0,22465,4463,9381,504,253
2,1,1,12089,28371,8570,590,164
0,2,0,13915,13516,8271,1177,308
2,0,2,249,22374,8387,1257,280
2,0,0,14860,18488,1945,923,7
2,0,1,1682,20391,4097,707,24
0,1,1,11043,4986,8437,881,297
2,1,1,19871,1652,3534,1090,59
2,1,2,12423,20743,2863,1245,75
0,1,1,5470,7177,1761,336,4
0,1,0,14078,1241,6812,446,14
1,2,1,26074,10687,8376,731,19
0,0,0,28093,27184,3619,449,91
0,1,2,4523,23654,1930,618,97
2,2,0,15839,12824,4823,481,4
2,1,0,8143,9815,1902,1183,241
0,2,1,26873,6013,9757,282,275
0,0,2,20089,26481,4074,637,203
0,1,0,13203,27418,2169,889,28
1,1,0,11722,14778,5724,1198,246
2,1,0,23685,6673,4757,1038,236
0,1,2,23545,4831,6368,6,158
2,0,2,17254,9538,56,892,30
2,2,0,25267,11925,7733,682,64
1,2,1,22256,9195,52,720,251
2,2,0,19731,21323,1553,496,244
0,2,1,23300,22385,3564,1159,97
1,2,0,13733,12492,4065,983,96
2,2,2,13606,8696,8843,395,129
1,2,2,15876,18505,7976,80,81
1,2,2,7631,8031,357,1061,80
1,2,1,3227,8574,3937,630,29
0,1,1,25316,26965,3542,461,102
0,0,0,4982,587,3215,283,187
2,0,2,22713,25489,6619,954,263
2,2,2,16464,8551,3848,1013,150
0,0,2,24968,4589,5503,1372,119
2,1,0,9459,29091,8639,1156,83
1,2,0,6935,22720,6680,458,96
1,0,0,11030,9609,1321,782,112
2,1,0,13256,12033,2519,391,312
1,0,0,5536,2375,3312,978,33
2,2,0,23386,3630,8451,113,201
0,2,1,14824,28943,9165,99,193
0,0,0,26996,3395,941,628,108
1,2,2,5652,21114,3700,570,217
2,1,0,14346,14022,5308,22,118
1,2,2,5220,5427,5909,1075,160
1,2,1,2732,2050,8248,1247,66
0,2,1,17969,1338,7557,1070,194
1,2,1,17869,5984,1619,146,193
1,1,1,15344,8365,1228,919,119
0,2,2,6319,7527,7741,504,293
1,0,0,13505,21969,1677,474,153
1,1,0,16203,9810,4071,1404,265
2,2,1,29558,2332,7269,802,127
2,2,2,6746,8700,2088,269,102
1,0,1,14069,19751,7259,708,8
1,0,0,766,21089,6873,49,303
1,2,1,15882,28503,4130,1374,37
0,0,1,8302,16887,2504,942,11
0,0,1,27181,18604,3788,819,17
0,1,2,29007,22869,5102,384,142
2,0,0,18758,11002,5616,430,172
2,2,2,25168,2175,5143,203,287
2,1,0,20110,6862,9691,72,176
2,1,1,15190,4152,4279,1100,136
0,2,2,13322,24649,9285,950,184
2,0,1,9062,19930,2340,1028,304
2,2,2,24495,17652,8711,1111,183
2,0,0,8011,6375,6929,100,99
1,2,0,26081,21830,6947,774,167
2,2,2,29306,29408,9255,1431,24
2,2,0,23572,2556,6373,752,167
2,0,2,15396,27998,627,1000,42
1,2,0,2316,27002,6388,553,40
0,0,2,243,22239,3525,666,241
1,1,0,12550,7612,4552,69,115
0,2,0,18303,23679,8160,410,199
2,1,1,11734,792,5407,1140,247
2,0,2,29051,21033,6031,1241,260
1,1,2,12834,1206,5197,465,292
2,0,2,11349,4142,3233,195,211
2,1,1,20450,28759,8603,689,151
1,0,0,19856,14853,6680,1282,187
0,0,2,23513,23044,2617,553,238
2,1,2,4214,3766,3701,734,309
1,0,0,21737,27029,5739,1149,66
2,2,2,16494,27399,7676,97,120
1,0,0,14,15111,169,785,160
1,2,0,25855,3148,5943,1410,179
2,2,0,19746,643,8277,1214,306
2,0,0,27346,16421,910,1261,262
1,0,1,12041,1885,9770,336,22
2,2,1,29020,20476,61,494,222
0,1,1,3282,23000,6892,703,35
0,1,0,2733,1695,7844,252,41
1,0,0,11710,29680,3033,1402,296
2,1,2,8361,4743,8610,1102,157
2,1,2,19656,22195,50,663,140
2,0,2,4185,13689,2909,368,131
1,0,0,17246,17859,1779,1282,309
2,1,1,8877,18801,7216,297,7
1,1,0,5778,14344,8532,861,290
0,0,1,4864,7280,2146,918,17
1,0,2,9298,14880,8258,540,66
0,1,2,20106,21802,7197,862,242
1,1,2,15977,10636,3310,403,124
2,0,2,16092,20279,8338,472,50
1,2,0,3418,13336,1508,122,232
0,0,2,19771,18758,1965,673,269
1,0,0,25499,28945,7931,547,171
0,2,0,18189,92,192,1133,76
1,1,2,24836,22571,2221,859,71
2,0,2,8338,17362,7216,311,166
0,0,1,7069,15617,2110,1077,31
2,1,2,12505,1612,5241,1067,256
2,0,1,5020,28608,5108,451,251
1,2,2,12237,29321,1262,811,51
0,1,0,2757,2303,8303,31,269
0,0,0,9118,8480,2344,1301,53
2,1,0,2827,24217,5907,905,54
2,0,1,5360,19783,4231,262,24
1,1,0,20653,11878,5483,257,27
2,1,0,4047,24035,3849,491,139
2,0,2,3057,9942,1174,20,279
0,2,1,10139,25281,8022,76,102
1,0,0,22424,16250,957,128,241
0,2,1,2209,4654,195,1357,222
2,2,0,15991,2799,3258,1233,73
2,1,1,22475,12539,9452,1426,153
2,0,2,6798,10901,1920,344,126
0,0,0,12869,22545,1837,925,290
0,2,0,16078,28345,826,966,241
1,1,2,7308,2877,7573,74,166
0,1,0,21842,3283,6021,1211,17
1,0,0,21182,17372,9527,942,154
0,0,1,65,10861,57,230,262
0,0,2,28849,10416,3948,1054,53
2,1,0,28360,28111,2228,938,83
1,1,2,19837,18780,9337,427,280
1,1,2,11624,23594,2438,305,4
0,2,2,1603,5453,2963,1390,64
1,1,2,26578,24587,1099,1027,178
2,0,1,5337,24049,7118,571,168
2,2,0,16377,2359,2829,886,105
0,0,0,9812,13699,6631,1015,58
1,0,2,10235,21104,2948,919,44
0,0,2,889,12953,8956,152,143
0,1,0,11597,20705,5342,1095,230
1,2,1,4187,18040,1523,1203,155
1,0,1,25012,18930,2932,1353,199
2,1,1,10006,8569,9516,710,165
2,0,1,18010,3751,3539,657,188
2,0,2,5355,21906,523,874,217
1,0,2,22953,23636,7069,962,269
2,2,0,9326,9386,2976,98,20
2,2,0,18597,1551,1751,322,116
2,2,0,12202,27660,479,131,176
2,1,0,23963,19494,6262,339,221
0,1,0,9282,29534,3593,1433,66
0,1,1,18398,7008,4085,147,180
1,2,2,16210,25494,1764,382,141
2,0,2,16091,19166,9452,396,50
0,0,2,22049,894,7969,1340,73
2,0,0,3593,12816,1463,455,230
1,1,2,88,18476,3908,1334,281
1,1,0,16413,10046,39,945,91
2,2,0,18475,10939,8353,1239,261
1,0,1,24603,17761,8756,561,48
1,2,1,10531,6423,8004,115,44
0,2,0,29874,4746,7112,1265,265
2,1,2,1029,19712,7312,397,249
1,0,0,19398,21412,875,641,35
0,1,0,13957,8974,1514,1355,157
1,0,0,27380,27730,3158,125,260
1,2,0,4709,9678,8345,325,308
1,2,0,27986,15945,54,446,11
0,1,1,3563,7996,5359,281,58
0,2,0,22381,18397,362,550,123
1,2,1,10111,11102,1697,196,170
1,2,1,21044,28899,2817,1344,156
2,0,1,16423,2194,733,349,128
0,1,0,25405,23065,3342,1393,145
1,1,2,16119,7490,4479,629,13
2,2,2,10832,11037,6802,1116,112
0,1,1,21344,20516,1051,31,139
0,1,2,5960,4934,166,1263,154
0,1,0,29241,11334,3417,498,84
2,2,2,3379,10849,368,1066,82
1,1,2,13156,2225,9581,1021,244
2,0,2,11493,24935,9765,31,93
1,1,0,4340,26252,4126,1362,40
0,1,2,24179,5359,7268,1323,5
0,2,0,8202,1138,6712,229,84
2,1,1,16366,22248,327,594,288
2,0,1,1784,9770,3962,409,17
0,0,0,3252,20232,1160,113,61
1,1,1,21800,6646,353,132,43
0,2,0,6323,18571,9329,763,40
2,0,0,9802,1307,7436,1139,7
1,1,1,22753,14145,3802,196,245
0,0,2,906,27625,4055,598,139
0,2,0,2410,14705,177,265,29
2,1,1,1493,7643,5778,258,38
1,1,1,8600,9432,8558,453,44
2,0,2,4589,27462,1523,241,292
0,2,0,21270,17787,6928,985,37
0,2,1,25640,5540,8450,1286,186
1,0,1,16869,12942,1754,976,8
2,2,2,12382,18214,8017,431,199
0,2,1,24077,26925,4191,163,155
2,1,0,11685,13299,6521,872,209
1,0,1,3686,10462,1824,1060,212
0,2,0,2554,1225,725,1264,121
2,0,2,13696,6443,5905,124,173
0,0,1,6698,26075,1932,685,272
1,1,2,28581,5478,7504,976,186
2,0,2,10283,18877,7937,1100,146
0,2,1,8334,7477,5442,1016,297
0,0,2,18556,19710,7375,56,295
1,2,1,26226,23557,8029,846,64
1,0,2,2657,3095,6405,243,107
1,2,2,19666,9317,3300,1421,121
0,1,2,14594,12642,1402,1219,124
1,0,0,29771,6772,1397,1108,18
2,0,0,3584,6189,6565,479,118
2,1,2,13933,21311,9032,49,36
1,0,1,28092,29758,7545,1259,315
1,2,2,14206,28564,7890,291,121
2,2,1,13336,19040,5159,1428,308
0,2,1,8988,29159,2892,939,308
1,0,1,24173,24258,1852,678,287
0,0,1,12793,12035,3680,691,52
2,0,2,21099,20553,7844,758,2
0,1,2,1041,16040,9128,734,223
2,2,2,15752,1846,9708,322,67
0,2,2,5544,11185,4662,618,259
0,2,0,29233,3696,4616,734,263
0,2,2,26851,24951,5838,717,301
1,1,1,16293,2012,8009,668,136
0,2,2,16222,19176,5966,965,280
1,1,0,24870,19135,925,1378,269
2,0,1,8787,3949,8226,14,176
1,0,0,11968,18251,2805,923,126
2,0,1,15212,349,7506,1211,57
2,0,2,1578,18836,2235,491,236
0,0,2,7186,12944,1000,762,298
0,1,0,1402,26884,6485,1065,224
1,1,2,26499,15405,5031,1325,172
2,1,1,2836,22782,8766,459,104
2,1,2,13745,1016,8499,315,247
0,2,2,14394,6436,4737,792,174
0,1,1,12938,10843,9187,56,276
2,1,0,10968,9289,7873,173,142
1,2,2,27269,4392,3988,949,219
2,0,2,13705,19389,2311,454,284
2,1,2,20467,4923,3888,1397,239
2,0,0,23661,11005,3180,654,93
0,0,1,23947,26545,933,886,290
0,0,1,13895,13349,3765,1267,226
1,0,1,15717,16555,6972,542,238
0,0,0,273,28150,9590,41,62
2,1,0,21455,18540,8413,27,184
2,0,2,3263,16508,6885,1326,246
0,0,1,12997,17930,8306,926,202
0,0,1,26607,21537,6098,950,313
2,2,0,25840,3794,3344,37,16
2,1,2,3385,18834,4975,321,55
0,2,0,23184,24066,7233,849,279
1,0,0,8241,1360,3680,104,26
1,1,1,7532,399,7868,751,41
2,2,1,7367,12591,6760,1126,54
0,0,1,9012,27006,4758,325,91
0,0,0,25861,12416,8111,462,17
1,0,0,8043,5800,8623,575,126
1,2,1,13439,6108,2643,61,302
2,1,1,1471,28266,1901,1359,287
1,2,0,19791,3716,3799,726,14
1,2,0,28592,14082,3379,971,164
0,1,2,10877,7135,8360,1112,260
0,1,1,12546,19,2074,1111,227
2,2,2,1904,21483,7710,1093,239
0,2,0,3172,5101,1723,884,100
0,2,2,8653,27394,3493,913,178
2,1,2,15705,21857,925,579,77
0,1,1,4756,8581,3534,245,24
1,1,0,14442,22035,8517,467,251
1,2,1,20346,9085,5624,814,118
2,0,2,24517,812,5012,686,6
0,0,0,25842,6895,2665,1014,276
2,1,1,8621,9692,3083,593,15
1,1,0,2519,10361,9392,725,69
1,1,2,26211,14287,7985,244,63
2,0,2,2818,12233,3492,731,77
1,1,2,9121,15086,6971,591,227
0,0,2,8287,1837,9316,302,283
2,0,2,211,29454,5032,960,187
1,2,2,4830,11474,5384,818,87
