Protocol,Packet Type,Traffic Type,Malware Indicators,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Firewall Logs,Log Source,Localidad,Region
1,0,0,0,1,1,1,1,0,0,0,1,1,17
2,0,1,1,1,2,0,0,1,0,1,1,244,24
1,1,1,0,0,0,1,2,0,175,0,0,192,0
1,1,0,0,1,2,1,0,0,0,1,0,135,14
2,1,1,0,0,0,0,0,1,0,0,1,199,13
0,0,2,1,1,0,0,2,1,0,0,1,57,24
1,0,0,1,0,2,0,1,0,154,0,0,10,9
2,1,2,1,0,2,0,2,0,0,1,1,305,9
0,1,2,0,1,1,1,1,0,0,1,1,197,24
0,1,1,0,1,1,1,1,0,0,1,1,79,25
0,1,2,1,1,0,0,0,2,0,0,1,257,6
1,1,0,0,1,0,0,0,0,0,1,0,115,18
0,1,0,1,0,2,0,1,2,0,1,0,7,6
2,0,1,1,1,1,1,0,2,60,1,0,71,3
2,0,2,1,1,2,0,1,1,112,1,0,73,14
1,1,0,0,1,2,0,2,2,0,0,0,310,25
1,1,0,0,0,1,0,2,0,0,0,1,108,3
0,1,0,1,1,1,1,2,0,166,1,0,252,16
0,1,2,1,0,1,0,2,1,0,1,0,253,27
0,0,0,1,1,0,0,1,1,0,0,0,57,0
0,0,0,1,1,0,0,2,0,0,1,1,278,18
0,1,2,1,1,0,0,1,1,0,0,1,210,0
2,1,1,1,0,2,0,1,0,0,0,1,293,9
2,1,1,0,1,2,0,1,2,0,0,1,186,12
1,1,0,0,0,0,1,1,2,0,1,1,50,11
0,0,0,1,1,1,1,2,2,0,0,1,213,18
0,0,0,0,0,2,0,0,1,0,1,1,116,25
2,0,0,0,1,0,1,0,1,82,0,1,272,5
0,1,2,0,0,1,0,0,2,0,0,1,217,9
2,0,1,1,0,2,1,0,0,0,0,1,134,13
2,0,1,1,0,2,0,0,2,0,0,0,235,18
0,0,1,0,0,0,1,0,1,39,0,1,286,17
0,1,1,0,1,2,1,0,0,0,1,0,191,11
2,0,0,0,0,0,1,2,0,0,0,1,156,17
0,0,2,1,1,2,0,1,1,163,1,0,167,16
0,0,2,1,0,2,1,1,2,0,1,1,223,6
1,0,2,0,0,0,0,0,0,180,1,0,64,0
1,0,2,1,0,0,1,0,0,120,1,0,222,2
1,0,0,0,0,0,0,1,1,0,1,1,210,12
0,1,1,0,1,0,1,1,1,0,1,1,113,12
2,0,0,0,1,1,0,1,2,0,0,1,51,24
0,0,1,1,0,0,0,2,2,0,1,0,251,20
0,0,1,1,0,1,0,2,1,0,0,0,79,5
2,0,1,0,1,2,0,1,1,0,1,0,279,18
1,1,1,0,0,2,0,0,0,0,1,1,298,8
0,0,1,0,1,1,1,1,1,0,0,1,171,24
2,0,2,0,0,0,0,1,1,0,1,0,140,13
2,0,2,0,1,2,0,2,1,0,0,0,217,27
0,0,2,1,1,1,0,1,2,0,1,0,302,26
1,1,1,0,0,1,0,1,2,0,1,0,147,8
1,1,2,0,1,0,1,0,2,0,1,0,248,8
2,0,1,1,1,2,0,1,0,0,0,0,293,5
1,1,2,0,1,1,1,1,0,0,1,0,232,19
1,0,2,1,1,0,1,2,2,0,0,0,20,18
1,1,0,0,1,2,1,1,0,0,0,1,205,9
2,1,2,1,0,1,0,2,1,0,1,1,187,2
0,1,1,1,0,0,0,0,1,0,1,0,181,7
0,1,2,0,1,2,1,1,0,31,1,1,10,24
1,0,0,0,1,2,0,0,2,0,0,1,259,0
0,1,2,1,0,2,1,0,1,0,1,1,242,16
0,1,0,1,0,2,0,1,0,0,0,0,251,5
1,0,2,1,1,0,1,1,0,92,0,0,213,20
0,0,2,1,0,2,0,0,0,0,0,0,122,6
2,0,1,1,0,2,0,2,0,139,1,0,28,20
0,0,2,0,0,2,0,1,0,0,1,1,129,2
0,1,0,1,1,0,1,1,1,0,0,0,298,15
0,0,0,1,0,2,1,1,1,0,0,1,281,9
0,1,2,0,0,2,1,2,0,0,1,1,288,5
0,1,0,0,1,1,0,2,0,0,0,0,30,4
2,1,1,1,1,2,1,1,2,0,1,0,226,21
0,0,1,1,0,1,1,0,0,51,0,0,259,1
2,0,2,1,1,0,1,0,1,0,0,1,0,24
2,0,0,0,0,2,0,2,2,0,1,1,26,2
2,1,2,0,1,0,1,1,1,0,1,0,192,19
2,0,0,1,1,1,0,0,2,0,1,1,89,11
1,1,1,1,1,0,1,2,2,0,0,0,4,14
0,0,0,0,0,1,0,1,2,0,0,0,46,17
2,1,0,0,1,0,0,1,1,0,1,1,305,20
0,1,1,0,0,2,0,1,2,0,0,0,258,9
0,1,1,0,0,1,0,2,1,0,0,1,0,22
1,0,2,0,1,1,1,1,1,0,1,0,236,12
2,1,1,1,0,2,1,2,2,0,1,1,251,12
1,0,0,1,0,2,0,1,2,0,0,1,145,3
2,0,1,0,1,0,0,2,2,0,0,0,103,1
2,1,1,0,0,2,0,1,1,0,0,1,275,25
2,1,1,1,1,0,1,1,2,0,1,0,255,2
2,0,1,0,1,1,1,2,1,0,1,0,311,10
1,1,2,0,0,2,0,1,1,0,0,1,54,19
2,0,0,1,1,2,0,1,1,0,1,1,64,16
0,1,0,1,1,0,0,0,0,0,1,1,265,13
1,1,0,1,1,0,1,2,1,0,1,1,62,0
0,0,2,0,0,2,1,1,2,0,1,0,72,8
2,0,0,1,1,1,1,0,0,0,0,1,104,25
1,1,2,1,0,0,1,1,1,0,1,1,130,26
0,1,2,1,0,2,1,2,2,140,0,1,146,13
1,1,1,0,1,0,1,1,1,0,1,0,278,1
2,0,2,0,1,0,1,2,0,0,0,0,29,11
0,1,2,1,0,1,0,1,1,0,1,1,44,10
0,1,2,0,1,0,1,1,1,0,1,1,250,1
2,0,1,0,0,1,1,2,0,53,0,1,204,12
0,1,2,1,0,1,1,2,2,0,0,0,281,2
0,1,1,0,0,1,0,2,1,0,0,1,307,3
1,1,0,0,0,2,0,1,1,0,1,0,74,4
1,1,0,1,1,2,0,2,0,28,1,0,262,10
2,1,0,1,1,1,1,1,2,0,1,0,75,9
2,1,0,1,1,1,1,0,1,0,0,1,229,11
0,1,2,0,0,1,0,0,0,0,1,0,16,12
1,0,1,1,0,1,1,0,1,0,0,0,132,1
2,1,2,1,1,1,0,0,0,0,1,0,148,23
1,1,1,1,0,0,0,2,1,94,1,1,278,27
0,0,0,0,0,1,0,1,0,0,1,0,2,1
0,0,1,1,0,0,0,2,0,103,0,1,202,16
0,0,0,1,0,2,0,1,1,168,0,0,164,16
2,1,1,0,1,0,1,1,2,0,0,1,141,19
2,1,1,1,0,2,0,2,2,0,1,0,107,9
2,1,2,1,0,1,1,1,2,0,0,1,18,21
0,1,1,0,1,2,0,1,2,0,1,1,128,18
2,1,2,1,0,0,1,0,2,0,1,0,147,25
1,1,0,0,0,2,1,2,1,0,0,1,140,1
0,0,2,0,1,1,0,1,1,63,1,0,98,6
2,0,0,1,1,0,0,1,1,0,0,1,315,12
0,1,0,0,1,1,0,0,0,0,0,0,243,13
2,1,0,0,1,0,1,2,1,0,1,0,4,12
2,1,0,0,0,2,1,2,2,0,0,0,262,11
2,1,0,0,0,0,1,1,2,25,0,0,77,18
1,0,2,1,1,2,0,2,1,0,0,1,296,20
1,0,2,0,1,2,0,2,0,0,0,0,312,19
0,1,0,1,1,2,0,1,0,0,0,0,133,3
2,1,2,1,1,2,1,0,2,0,0,0,308,8
0,1,2,0,1,2,1,1,1,0,1,0,144,6
1,0,1,0,1,2,1,0,2,0,0,0,69,11
1,1,1,1,0,0,0,0,2,0,1,0,240,7
0,1,1,0,0,0,1,0,1,0,1,0,123,14
0,1,1,1,1,1,0,0,0,0,1,1,279,8
0,1,0,1,1,2,0,2,0,0,1,1,197,8
0,0,1,0,0,1,1,1,2,0,1,1,2,25
2,0,2,1,1,2,0,1,0,0,1,0,118,14
2,1,2,0,0,1,1,0,2,170,0,0,254,20
2,1,2,0,1,2,1,2,1,0,0,0,0,20
1,0,2,1,0,0,0,1,0,0,1,1,269,14
2,0,2,1,0,2,0,2,2,0,1,0,203,24
2,0,1,1,1,1,0,0,2,0,0,1,202,4
1,1,2,0,1,0,1,1,0,0,1,0,72,18
0,0,0,1,0,2,0,2,0,18,1,1,197,2
0,0,2,0,1,2,0,2,1,63,0,0,84,23
2,1,0,1,0,2,1,1,2,0,1,1,175,11
1,0,0,1,1,1,0,2,0,0,1,1,236,9
1,0,0,1,1,1,0,2,1,86,1,0,62,27
1,0,2,0,1,1,0,2,0,0,1,1,124,21
0,0,2,0,0,1,0,1,0,141,1,1,101,9
0,0,0,1,0,1,1,0,1,0,0,0,89,21
1,0,0,0,0,2,1,0,2,0,0,0,231,10
1,0,1,0,1,0,1,0,1,0,0,1,94,18
0,1,2,1,1,1,1,2,2,0,0,0,88,22
0,0,0,0,0,0,1,2,1,0,1,0,132,15
2,0,2,1,0,2,0,0,2,49,0,0,66,15
2,1,2,1,0,2,0,2,2,34,1,1,168,24
0,1,2,0,1,1,0,1,0,0,0,1,234,6
0,1,1,1,0,1,1,1,2,0,0,0,71,25
1,0,1,0,1,2,1,0,0,0,0,0,164,23
0,0,2,0,1,0,0,0,2,0,1,1,214,23
2,0,1,1,0,0,1,2,1,0,1,1,75,6
1,1,2,0,1,2,0,0,0,0,0,1,133,9
0,1,1,0,0,0,1,0,2,0,0,1,165,4
1,0,0,0,0,2,0,1,2,0,0,1,244,6
0,0,1,1,1,2,0,0,0,0,0,1,151,4
1,0,0,1,0,0,0,0,1,0,1,1,132,17
1,0,2,1,1,2,0,0,2,0,0,0,15,1
0,1,2,1,1,1,1,0,0,145,1,0,255,12
1,1,2,0,0,2,0,2,1,0,1,0,251,16
1,0,0,1,1,1,0,1,2,0,0,0,270,12
1,0,0,0,0,0,0,1,0,0,0,0,186,0
2,0,1,0,1,0,0,2,2,0,1,0,310,16
2,1,2,0,1,1,0,0,2,0,1,1,294,0
2,0,1,0,0,1,1,1,0,0,1,0,165,24
1,0,1,0,1,0,0,0,2,0,1,0,170,12
2,0,0,0,0,2,0,1,0,0,1,0,111,7
1,1,0,1,0,2,0,1,0,0,1,1,228,3
0,1,2,0,1,0,0,1,1,178,1,0,138,9
0,1,2,1,1,1,0,0,1,0,1,1,46,13
2,1,0,0,0,2,1,2,0,0,1,1,121,7
0,0,1,1,0,1,0,1,2,0,0,0,133,6
1,0,0,0,1,2,1,1,0,0,0,0,121,20
0,0,0,1,1,0,1,1,2,127,0,0,89,17
2,1,1,1,0,0,1,0,0,9,1,1,30,20
1,1,1,0,1,0,1,2,0,0,1,0,67,22
1,1,0,1,1,2,1,1,2,44,0,0,211,18
0,1,0,0,1,0,1,1,0,0,1,1,155,10
1,0,2,1,0,1,1,0,1,0,1,1,80,13
0,0,1,1,0,1,0,2,1,0,1,0,220,14
0,0,2,1,0,0,1,0,1,49,0,1,275,21
0,1,2,1,0,2,0,0,2,0,0,0,18,5
0,0,1,1,1,2,0,2,1,0,1,1,1,26
2,0,0,0,0,1,1,1,0,0,1,1,129,11
0,1,2,0,1,1,0,1,1,0,1,1,313,13
2,1,2,0,0,2,0,0,0,0,0,1,231,22
2,0,1,0,1,1,1,1,2,0,0,1,190,1
1,0,1,1,0,1,1,2,2,0,0,1,73,26
2,1,0,0,1,2,1,1,2,169,0,1,15,6
1,0,1,1,1,2,0,2,0,0,0,0,207,8
2,0,2,0,1,0,1,0,1,0,1,0,115,12
1,0,0,0,0,0,0,0,2,0,1,0,267,16
1,0,1,0,0,2,0,0,1,0,1,0,285,9
2,0,0,0,1,0,0,1,2,0,1,0,186,21
1,0,2,1,0,2,0,0,0,0,0,0,153,14
1,1,0,1,0,0,1,2,0,0,1,0,221,23
2,1,2,1,0,0,0,0,0,0,0,0,186,11
0,0,0,1,0,2,1,0,0,0,0,1,49,9
2,1,2,1,0,1,0,2,0,0,1,0,300,20
2,0,1,0,0,0,0,0,1,0,1,0,155,22
0,0,2,0,1,2,0,0,1,0,1,1,160,7
1,0,2,1,0,0,1,1,1,0,1,0,18,25
0,0,0,0,0,1,1,1,1,0,0,0,241,15
2,0,0,0,0,0,1,1,2,69,0,1,44,11
0,1,2,0,1,0,0,0,0,123,0,1,241,4
1,1,1,1,0,0,0,1,2,34,0,1,198,16
2,1,1,1,1,0,0,0,1,0,1,1,8,21
1,0,0,0,1,0,0,2,2,113,1,1,129,17
1,0,2,1,0,0,0,0,2,0,1,1,265,9
2,1,1,0,1,0,0,0,2,0,0,0,47,20
2,0,2,0,0,2,1,2,2,0,1,1,268,4
0,1,1,0,0,1,0,1,1,0,0,0,139,5
1,1,2,0,1,0,0,1,1,0,0,0,33,0
0,0,0,0,1,2,1,0,1,0,1,1,273,21
1,1,0,0,1,2,1,0,1,0,1,1,138,24
1,0,2,1,0,2,0,2,1,11,0,0,123,21
1,1,1,1,0,1,1,2,0,0,1,0,272,5
1,0,1,1,0,1,0,0,2,107,1,1,33,12
1,0,1,0,1,1,1,2,1,0,0,1,158,26
0,0,1,1,0,2,1,1,2,0,0,0,247,17
0,1,2,0,1,0,0,2,0,0,0,1,129,3
2,1,0,1,1,1,1,0,0,0,0,0,200,8
2,1,0,1,0,0,1,0,2,0,1,1,131,19
1,1,0,1,0,2,1,0,0,0,0,0,194,27
2,1,2,0,1,1,0,0,0,9,0,0,74,1
2,1,0,0,1,1,0,2,0,41,0,0,186,12
0,1,0,1,1,2,1,1,2,0,0,0,256,1
1,1,2,1,0,2,1,0,1,0,1,1,30,0
2,1,2,0,0,0,0,1,1,0,1,1,265,23
2,1,1,0,1,2,1,2,2,0,0,1,93,11
1,0,2,0,1,2,1,0,2,109,0,0,131,8
0,0,2,1,0,0,0,0,0,0,0,1,306,1
0,0,2,1,1,1,1,1,2,0,0,0,19,25
1,1,0,1,1,2,1,2,1,109,0,1,84,25
0,1,1,1,0,1,0,1,2,0,1,1,25,6
0,1,0,1,0,0,1,0,2,0,0,0,58,23
1,1,1,1,1,0,1,2,0,0,1,0,240,3
2,1,0,0,0,2,0,2,2,0,1,1,117,4
0,0,2,0,1,2,1,0,2,0,1,0,144,18
2,0,2,1,1,1,0,2,1,118,0,0,204,6
0,0,0,0,0,1,1,0,2,24,1,1,67,18
0,0,0,1,0,2,0,2,1,0,1,0,49,3
1,1,1,0,0,1,0,1,0,0,0,0,305,10
2,0,1,1,0,2,0,2,2,0,1,1,40,22
0,0,1,1,0,0,1,0,2,0,0,0,67,5
0,0,1,1,1,1,1,1,2,70,1,0,226,3
2,0,2,1,1,1,0,1,2,11,0,1,276,18
1,0,2,0,0,1,1,1,1,0,0,0,216,27
2,0,0,1,1,0,0,0,2,0,0,1,306,13
2,0,2,0,0,2,0,0,0,0,0,1,275,7
1,0,0,1,1,1,0,1,0,0,0,0,102,9
0,0,2,1,1,1,0,1,1,0,1,0,306,13
2,1,0,0,1,0,1,2,2,0,1,0,166,14
2,0,1,0,0,2,1,1,0,0,1,1,101,18
2,0,0,0,0,0,1,2,0,0,0,0,158,6
1,0,0,0,0,0,1,2,2,0,1,1,301,12
2,0,0,1,0,1,1,0,1,0,1,0,69,25
2,1,2,0,1,0,1,2,0,95,0,0,80,23
1,0,2,1,1,1,0,0,1,8,1,0,305,9
2,0,1,0,1,1,1,2,2,0,1,0,193,27
1,1,0,0,1,1,0,2,2,0,0,0,223,20
0,0,1,0,0,1,0,1,0,0,0,0,14,18
2,1,2,1,0,2,1,1,2,0,1,0,73,6
2,1,1,1,0,1,1,2,0,0,1,0,42,25
0,0,1,1,1,0,0,1,0,137,1,0,292,12
2,1,2,0,1,2,0,1,1,0,0,1,249,12
0,1,1,1,1,2,0,1,1,0,0,0,209,16
1,1,2,1,1,1,0,0,0,102,0,1,27,9
0,0,2,0,0,1,1,1,1,0,0,0,39,1
0,1,0,0,1,2,1,0,0,0,0,0,159,15
2,0,2,0,1,0,0,2,1,56,1,0,118,17
0,0,2,0,0,1,1,1,1,0,1,1,256,23
0,0,1,0,0,1,1,0,1,0,1,0,121,4
2,0,1,1,1,1,0,2,0,0,1,1,184,19
0,1,1,0,0,1,0,0,0,0,1,1,253,18
2,1,1,1,1,0,0,1,1,0,1,1,73,4
0,1,1,0,0,1,1,0,0,0,1,0,43,9
2,1,0,1,0,2,0,2,2,0,0,1,179,12
2,1,1,1,1,1,1,2,0,0,0,1,166,21
0,1,0,0,1,1,0,2,2,0,1,1,100,27
0,0,2,1,1,2,1,2,0,0,0,1,262,17
0,0,0,0,0,2,1,0,0,0,0,0,83,9
1,1,0,0,0,0,1,2,2,0,1,0,59,18
1,1,1,1,1,2,0,1,1,0,0,1,92,7
1,1,1,1,1,2,1,0,2,0,0,0,281,24
2,1,0,0,1,2,0,0,0,0,1,1,39,14
1,1,0,0,1,2,0,2,2,122,1,0,280,8
1,0,2,0,1,0,0,0,1,32,0,0,163,10
2,1,1,0,0,1,0,0,2,0,0,0,135,19
1,1,0,1,1,1,0,2,1,113,1,0,139,4
1,0,1,0,1,2,0,0,1,161,1,0,170,2
1,0,1,0,0,0,1,1,2,158,1,0,246,14
1,0,2,0,0,0,0,2,2,0,0,1,148,21
0,0,1,1,1,0,1,2,0,0,0,0,89,5
0,1,2,0,1,1,0,0,1,0,1,0,9,18
2,0,2,0,1,0,0,0,0,138,0,1,130,22
1,1,1,1,0,0,1,1,1,92,0,0,233,24
1,0,0,0,0,0,1,2,1,0,0,0,253,12
2,0,0,1,1,2,1,1,2,0,0,0,166,4
1,1,2,1,1,1,0,2,0,0,0,1,208,22
0,1,2,0,1,2,1,0,1,4,1,1,143,17
0,0,1,1,1,0,1,1,0,0,1,1,134,5
0,0,2,1,1,1,1,0,2,50,0,0,301,20
1,0,0,1,1,2,0,2,1,119,0,1,172,12
0,0,1,0,1,2,0,1,0,0,1,1,142,5
0,0,0,1,1,2,0,2,1,0,0,1,243,10
0,1,0,0,1,0,0,0,0,67,0,1,86,5
0,0,2,0,0,0,0,0,2,0,0,1,299,27
1,1,0,0,1,1,1,1,2,0,0,0,241,27
1,1,1,0,0,0,1,2,0,0,1,1,191,6
1,0,1,0,0,0,1,2,0,0,0,1,207,27
1,1,2,1,1,0,1,0,2,59,1,0,286,5
1,1,1,1,1,1,0,0,0,100,1,1,212,18
1,0,0,0,1,1,1,2,2,65,0,1,217,26
0,1,1,1,1,2,1,1,2,0,0,1,157,5
2,1,2,0,1,2,0,0,1,0,1,0,303,1
2,1,0,0,1,0,0,1,2,0,0,1,8,16
0,0,1,0,1,0,1,2,1,9,1,1,44,10
2,1,1,1,1,2,1,1,0,0,0,1,73,26
2,0,0,1,0,1,1,1,0,0,0,0,128,11
2,1,1,1,1,1,1,2,1,0,0,1,189,6
1,1,1,1,1,0,1,0,2,0,1,1,207,9
2,0,1,1,1,1,0,2,0,35,0,1,211,6
1,0,1,0,0,0,0,0,1,0,1,1,248,20
0,1,1,0,1,0,1,2,2,0,1,0,127,14
1,1,0,1,0,2,0,2,1,87,1,0,36,19
0,0,2,1,1,1,0,0,2,0,0,0,119,24
0,1,2,0,0,1,0,2,1,101,0,0,12,2
2,0,1,1,0,0,1,0,2,0,1,0,175,14
1,0,0,1,0,0,0,1,2,0,0,0,185,0
1,0,2,0,0,2,1,2,2,0,1,1,88,20
2,1,1,1,1,0,1,2,1,0,0,1,249,13
1,0,2,1,0,2,1,1,2,0,0,0,160,12
1,1,2,1,0,1,0,0,2,0,0,1,155,10
0,0,0,0,0,1,0,0,1,0,1,1,15,27
0,0,0,1,1,0,1,0,0,0,0,1,127,14
0,1,2,0,1,0,1,0,0,0,0,0,136,14
1,0,1,0,1,0,1,1,0,0,1,1,220,6
1,0,1,0,0,0,0,2,2,140,1,0,229,4
1,1,0,0,1,2,1,0,0,0,1,0,150,11
1,0,2,1,0,2,1,2,0,0,0,1,30,0
1,0,1,1,0,1,1,2,2,0,1,0,9,4
0,0,2,0,1,1,0,1,2,0,1,0,38,4
1,1,2,0,0,1,1,2,0,0,1,1,250,26
2,0,1,1,0,1,0,0,2,74,1,1,35,19
0,1,1,0,1,2,1,1,2,82,1,1,280,0
1,0,1,0,0,2,0,0,1,0,1,0,249,26
2,1,1,1,1,0,1,0,0,0,0,0,36,18
1,0,0,0,0,2,0,2,1,146,0,0,108,13
0,0,2,0,1,2,0,2,2,0,0,1,155,12
2,1,0,1,1,1,0,1,0,0,1,1,30,4
1,0,1,1,0,2,1,1,1,0,1,1,160,12
0,0,2,0,1,2,1,2,0,0,0,1,78,20
1,1,2,1,1,2,1,1,0,0,1,0,199,0
2,0,1,0,0,2,1,2,2,162,0,1,263,16
2,0,0,1,1,1,0,0,2,0,1,1,190,1
2,1,0,0,1,0,1,2,2,56,0,0,58,17
0,0,0,1,1,2,0,2,0,0,1,0,75,19
1,0,1,1,0,1,0,2,2,0,0,0,122,10
1,1,0,1,1,2,1,1,2,0,0,0,252,27
0,0,2,1,0,1,1,1,2,0,1,0,77,14
0,0,0,1,0,0,0,0,0,0,0,0,301,4
2,1,1,0,1,2,0,1,1,0,1,1,142,10
2,0,2,1,1,2,0,2,2,0,0,1,61,16
1,1,2,0,1,2,1,1,2,0,1,0,131,15
1,1,2,0,0,2,0,2,0,0,1,1,125,15
0,1,1,1,1,2,0,1,2,0,1,1,153,10
1,0,0,0,1,1,1,0,2,0,0,1,172,12
1,1,2,1,0,2,0,0,2,0,1,1,196,18
1,0,1,1,1,1,1,1,2,0,0,1,70,3
0,0,2,0,1,0,1,0,1,149,0,0,279,10
2,0,2,1,0,2,0,1,2,0,0,1,313,25
1,1,2,0,1,1,0,0,0,0,1,0,144,26
0,1,1,0,1,2,1,0,1,0,1,1,194,2
0,1,0,1,0,1,1,1,1,0,1,1,252,25
1,0,2,0,1,0,1,2,0,0,0,0,23,3
2,0,2,1,0,2,1,1,1,0,1,1,305,16
1,0,2,1,1,0,0,1,0,0,1,0,59,14
2,0,0,0,0,2,0,2,2,38,0,1,172,10
0,0,2,0,1,2,0,2,0,132,0,1,71,10
1,0,0,1,1,1,1,2,2,0,1,1,199,2
0,0,1,0,1,1,1,0,2,49,1,1,13,5
0,1,1,1,0,1,0,1,1,109,1,0,196,7
2,0,0,1,0,1,1,0,1,0,0,1,257,12
2,0,2,0,1,0,1,2,2,0,0,1,236,7
2,1,1,0,1,0,0,2,1,0,0,0,264,22
0,0,0,0,0,1,1,1,2,0,0,1,201,12
0,0,2,1,0,2,0,0,2,0,1,0,6,4
2,0,0,0,0,0,0,2,2,0,0,1,241,1
1,0,2,0,1,0,1,0,0,0,1,0,297,3
1,0,0,1,0,2,0,1,1,0,0,0,180,7
0,0,0,0,0,0,0,2,2,0,1,1,264,0
1,0,0,0,1,1,0,1,0,0,1,1,185,10
1,1,0,1,1,0,1,1,2,0,0,1,111,25
0,0,0,0,0,0,0,1,1,0,1,1,200,26
0,1,2,0,1,0,0,0,2,0,1,1,133,24
2,1,1,1,1,0,1,0,2,0,0,1,211,9
1,1,0,1,1,0,1,1,0,0,0,0,282,7
2,1,0,1,1,1,0,2,1,0,0,1,258,8
0,1,1,0,1,1,0,2,0,0,1,1,191,4
2,0,1,1,0,2,1,2,0,170,0,0,135,26
1,0,1,1,0,1,0,0,2,0,0,1,253,9
2,0,1,1,1,2,1,1,1,118,0,1,295,5
2,1,2,0,1,0,1,1,2,0,1,0,139,5
1,1,1,1,0,1,1,2,0,0,0,0,245,18
2,1,0,1,1,0,1,1,1,0,0,1,301,8
0,0,0,0,0,2,1,0,1,0,0,1,232,15
2,1,1,1,0,1,0,2,1,0,1,1,299,22
1,0,1,0,1,2,1,1,0,0,0,1,2,17
2,0,2,1,1,2,0,2,1,83,0,1,256,11
0,1,0,1,1,2,0,2,2,0,0,0,82,24
1,0,1,0,0,0,1,1,0,0,1,1,64,1
0,0,2,0,0,2,0,1,0,48,1,0,118,25
2,0,1,1,0,1,0,1,1,0,1,0,290,9
1,0,0,0,0,2,0,0,1,52,0,0,213,1
1,0,1,0,1,1,1,2,0,0,0,1,261,7
1,0,1,0,0,2,0,0,0,15,0,1,267,9
2,0,0,1,1,1,0,1,2,0,0,1,153,0
2,1,1,1,1,0,0,2,1,127,1,1,113,11
1,1,1,0,1,2,0,1,1,0,0,1,257,11
1,1,1,1,1,0,1,0,1,0,1,0,113,24
0,1,0,1,1,1,1,1,0,0,0,0,307,12
1,0,1,0,1,1,0,0,0,10,1,0,82,14
0,1,1,1,1,0,1,0,1,0,0,0,285,22
2,0,2,0,0,0,1,2,0,0,1,0,112,25
2,0,2,0,1,0,0,1,1,70,1,0,75,19
0,0,1,0,0,1,0,1,2,0,0,0,238,24
1,1,1,1,1,0,1,0,2,0,1,0,48,19
2,0,2,0,0,2,1,2,2,0,1,1,262,22
1,1,0,0,0,1,1,2,1,0,0,0,294,21
0,1,1,1,0,0,0,1,1,0,1,0,201,11
2,0,2,1,0,2,1,0,0,0,1,1,80,27
2,0,1,1,0,2,1,2,2,143,1,1,275,7
2,1,1,1,0,1,1,2,0,0,1,1,106,21
0,1,0,0,0,1,1,2,1,59,0,1,258,21
0,0,1,0,1,2,1,1,0,0,1,1,54,16
0,0,1,1,1,1,0,0,2,0,0,0,280,1
0,1,1,1,1,0,0,0,0,0,0,0,235,18
1,1,2,0,0,1,0,1,1,0,1,0,291,8
0,0,2,0,0,2,1,2,0,0,1,1,236,23
0,0,1,1,1,1,1,2,1,0,1,0,137,3
1,1,0,0,0,0,1,1,1,0,0,1,59,8
0,1,2,1,1,1,0,0,0,0,1,1,283,1
0,1,1,1,1,1,0,2,0,0,1,1,175,24
1,1,2,1,1,1,1,1,1,0,1,0,54,20
1,0,0,1,1,2,0,1,0,0,1,0,145,26
2,0,0,0,1,2,0,0,0,0,0,0,166,4
2,0,1,0,1,1,0,0,1,0,1,0,249,3
2,0,2,0,1,0,1,1,0,28,1,0,75,23
0,1,2,0,1,2,1,2,0,0,0,1,21,13
1,0,0,0,1,1,1,0,1,0,1,1,187,15
1,0,1,0,1,1,1,0,0,0,1,1,116,23
0,0,1,1,1,1,0,1,2,86,1,0,278,11
2,0,1,1,1,0,0,2,0,0,1,0,101,12
1,0,2,1,1,2,1,1,0,0,1,0,62,22
2,0,0,1,1,2,0,2,2,0,1,1,205,24
2,0,1,0,1,1,1,0,2,0,1,1,122,1
0,1,0,0,1,2,0,0,0,0,1,1,215,27
0,1,1,0,0,0,1,1,0,92,0,0,123,18
0,1,0,0,1,0,0,2,2,138,1,0,303,8
2,0,0,0,1,1,1,0,0,0,1,0,2,3
2,0,0,0,0,2,1,2,2,58,1,1,20,13
1,1,0,1,0,1,1,0,2,0,0,1,161,27
1,0,2,1,0,0,0,1,0,0,0,0,0,2
0,1,2,1,1,0,1,2,1,0,1,1,183,7
1,0,0,1,0,0,0,2,1,0,1,1,164,21
2,0,0,0,0,2,0,0,1,0,0,1,306,12
2,0,2,1,0,1,1,0,0,0,1,1,250,6
1,1,0,0,1,0,1,1,1,0,1,0,24,27
1,0,2,1,0,1,1,1,1,0,0,1,301,20
1,0,0,1,1,1,1,2,0,0,1,1,44,20
1,1,0,0,1,1,1,0,0,28,1,0,139,10
0,1,1,1,1,2,0,0,2,0,0,0,288,25
2,0,1,1,0,2,0,2,0,149,0,0,114,18
2,0,1,1,0,0,0,0,2,0,0,1,167,10
2,1,2,1,0,0,1,0,1,0,1,1,10,1
0,0,2,1,0,0,1,1,0,0,0,1,175,5
2,1,0,0,1,0,0,1,0,59,1,0,219,25
1,0,0,1,0,0,1,1,1,0,1,1,295,1
2,1,1,1,1,1,1,0,2,0,1,1,205,14
2,0,0,1,0,0,0,2,2,6,1,0,12,23
2,0,2,0,1,0,1,0,1,176,0,0,257,5
0,0,0,0,0,1,0,0,1,0,1,1,221,5
0,1,0,0,0,2,1,1,0,0,0,0,164,17
0,0,0,1,0,0,1,0,2,0,0,0,1,2
0,0,2,0,1,0,1,0,0,145,0,0,145,20
